loss,params,iteration,train_loss,estimators,train_time
0.2276491521050168,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8752291373681031, 'learning_rate': 0.17003503478023665, 'min_child_samples': 225, 'num_leaves': 54, 'reg_alpha': 0.975974306523172, 'reg_lambda': 0.7591919611591849, 'subsample_for_bin': 80000, 'subsample': 0.6633349733152085}",63,0.15668057162277138,20,2.970991242531909
0.23910278895651915,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8924715016277849, 'learning_rate': 0.01018851902043742, 'min_child_samples': 95, 'num_leaves': 84, 'reg_alpha': 0.9025546558190022, 'reg_lambda': 0.8615697521905976, 'subsample_for_bin': 20000, 'subsample': 1.0}",64,0.12096703236617401,183,5.887439171607639
0.24559982027617644,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7925019801995163, 'learning_rate': 0.06199541311431586, 'min_child_samples': 50, 'num_leaves': 64, 'reg_alpha': 0.7750116932817696, 'reg_lambda': 0.784555476151438, 'subsample_for_bin': 60000, 'subsample': 1.0}",65,0.052723109656630074,76,4.547289986312535
0.22659817441771746,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8244997158577961, 'learning_rate': 0.053617194858531114, 'min_child_samples': 270, 'num_leaves': 43, 'reg_alpha': 0.7054087750322751, 'reg_lambda': 0.9217195034506989, 'subsample_for_bin': 40000, 'subsample': 1.0}",66,0.18152815166848113,77,2.8254092867618965
0.2259685160383078,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7765103189374265, 'learning_rate': 0.13235093847121848, 'min_child_samples': 195, 'num_leaves': 75, 'reg_alpha': 0.9982921075939547, 'reg_lambda': 0.687219798838131, 'subsample_for_bin': 100000, 'subsample': 1.0}",67,0.16430398881171393,15,2.3702143685281953
0.22692575956755878,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7417588879256495, 'learning_rate': 0.0847859539228354, 'min_child_samples': 255, 'num_leaves': 83, 'reg_alpha': 0.6265191325707126, 'reg_lambda': 0.8143888179516412, 'subsample_for_bin': 100000, 'subsample': 1.0}",68,0.17846754596969083,47,2.519630632137705
0.228860200824767,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.858659393897008, 'learning_rate': 0.1836193421379476, 'min_child_samples': 325, 'num_leaves': 93, 'reg_alpha': 0.8780962926487642, 'reg_lambda': 0.734515740244496, 'subsample_for_bin': 60000, 'subsample': 1.0}",69,0.18768799468323627,48,2.409906850212792
0.22494785981055498,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7868715703963663, 'learning_rate': 0.12312190451031989, 'min_child_samples': 225, 'num_leaves': 68, 'reg_alpha': 0.7669566804544767, 'reg_lambda': 0.8490040503844918, 'subsample_for_bin': 80000, 'subsample': 1.0}",70,0.141421067735215,116,3.223436609334385
0.2322737648897778,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.766027499995231, 'learning_rate': 0.07672866845644714, 'min_child_samples': 125, 'num_leaves': 126, 'reg_alpha': 0.850944641539497, 'reg_lambda': 0.9484224338566944, 'subsample_for_bin': 120000, 'subsample': 1.0}",71,0.12386415277498508,53,3.173404012028641
0.2273657384282457,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8418301718315169, 'learning_rate': 0.15422484577816356, 'min_child_samples': 175, 'num_leaves': 137, 'reg_alpha': 0.9266728505365789, 'reg_lambda': 0.5402657727144027, 'subsample_for_bin': 140000, 'subsample': 1.0}",72,0.14067361607802087,40,2.8225597247487713
